Therapieart;Bezeichnung;Substanzname;Weitere_Bezeichnung;Tumorbezogene_Therapie;Hauptgruppe;Untergruppe;ATC_Kode
IM;KANJINTI;Trastuzumab;Herceptin, Herzuma, KANJINTI, Ogivri, Ontruzant, Trazimera;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC03
IM;Ogivri;Trastuzumab;Herceptin, Herzuma, KANJINTI, Ogivri, Ontruzant, Trazimera;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC03
IM;Ontruzant;Trastuzumab;Herceptin, Herzuma, KANJINTI, Ogivri, Ontruzant, Trazimera;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC03
IM;Trastuzumab;Trastuzumab;Herceptin, Herzuma, KANJINTI, Ogivri, Ontruzant, Trazimera;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC03
IM;Trazimera;Trastuzumab;Herceptin, Herzuma, KANJINTI, Ogivri, Ontruzant, Trazimera;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC03
IM;DS-8201a;Trastuzumab deruxtecan;DS-8201a, Enhertu, fam-trastuzumab deruxtecan-nxki;ja;Anderes antineoplastisches Mittel;Antikörper; L01XC41 
IM;Enhertu;Trastuzumab deruxtecan;DS-8201a, Enhertu, fam-trastuzumab deruxtecan-nxki;ja;Anderes antineoplastisches Mittel;Antikörper; L01XC41 
IM;fam-trastuzumab deruxtecan-nxki;Trastuzumab deruxtecan;DS-8201a, Enhertu, fam-trastuzumab deruxtecan-nxki;ja;Anderes antineoplastisches Mittel;Antikörper; L01XC41 
IM;Trastuzumab deruxtecan;Trastuzumab deruxtecan;DS-8201a, Enhertu, fam-trastuzumab deruxtecan-nxki;ja;Anderes antineoplastisches Mittel;Antikörper; L01XC41 
IM;SYD985;Trastuzumab duocarmarzine;SYD985;ja;Anderes antineoplastisches Mittel;Antikörper;
IM;Trastuzumab duocarmarzine;Trastuzumab duocarmarzine;SYD985;ja;Anderes antineoplastisches Mittel;Antikörper;
IM;Kadcyla;Trastuzumab Emtansin;Trastuzumab-Emtansin, Kadcyla;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC14
IM;Trastuzumab Emtansin;Trastuzumab Emtansin;Trastuzumab-Emtansin, Kadcyla;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC14
IM;Trastuzumab-Emtansin;Trastuzumab Emtansin;Trastuzumab-Emtansin, Kadcyla;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC14
ZS;Trebananib;Trebananib;;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;
IM;Tremelimumab;Tremelimumab;;ja;Anderes antineoplastisches Mittel;Antikörper;
CH;Ovastat;Treosulfan;Ovastat, Trecondi;ja;Zytostatikum;Alkylanz;L01AB02
CH;Trecondi;Treosulfan;Ovastat, Trecondi;ja;Zytostatikum;Alkylanz;L01AB02
CH;Treosulfan;Treosulfan;Ovastat, Trecondi;ja;Zytostatikum;Alkylanz;L01AB02
SO;Acnatac;Tretinoin;Acnatac, AIROL, Aknemycin, BALISA VAS, Carbamid VAS, Cordes VAS, Eritretin, PIGMANORM, Ureotop VAS, Vesanoid;ja;Dermatikum;Sonstige Substanz;D10AD01
SO;AIROL;Tretinoin;Acnatac, AIROL, Aknemycin, BALISA VAS, Carbamid VAS, Cordes VAS, Eritretin, PIGMANORM, Ureotop VAS, Vesanoid;ja;Dermatikum;Sonstige Substanz;D10AD01
SO;Aknemycin;Tretinoin;Acnatac, AIROL, Aknemycin, BALISA VAS, Carbamid VAS, Cordes VAS, Eritretin, PIGMANORM, Ureotop VAS, Vesanoid;ja;Dermatikum;Sonstige Substanz;D10AD01
SO;BALISA VAS;Tretinoin;Acnatac, AIROL, Aknemycin, BALISA VAS, Carbamid VAS, Cordes VAS, Eritretin, PIGMANORM, Ureotop VAS, Vesanoid;ja;Dermatikum;Sonstige Substanz;D10AD01
SO;Carbamid VAS;Tretinoin;Acnatac, AIROL, Aknemycin, BALISA VAS, Carbamid VAS, Cordes VAS, Eritretin, PIGMANORM, Ureotop VAS, Vesanoid;ja;Dermatikum;Sonstige Substanz;D10AD01
SO;Cordes VAS;Tretinoin;Acnatac, AIROL, Aknemycin, BALISA VAS, Carbamid VAS, Cordes VAS, Eritretin, PIGMANORM, Ureotop VAS, Vesanoid;ja;Dermatikum;Sonstige Substanz;D10AD01
SO;Eritretin;Tretinoin;Acnatac, AIROL, Aknemycin, BALISA VAS, Carbamid VAS, Cordes VAS, Eritretin, PIGMANORM, Ureotop VAS, Vesanoid;ja;Dermatikum;Sonstige Substanz;D10AD01
SO;PIGMANORM;Tretinoin;Acnatac, AIROL, Aknemycin, BALISA VAS, Carbamid VAS, Cordes VAS, Eritretin, PIGMANORM, Ureotop VAS, Vesanoid;ja;Dermatikum;Sonstige Substanz;D10AD01
SO;Tretinoin;Tretinoin;Acnatac, AIROL, Aknemycin, BALISA VAS, Carbamid VAS, Cordes VAS, Eritretin, PIGMANORM, Ureotop VAS, Vesanoid;ja;Dermatikum;Sonstige Substanz;D10AD01
SO;Ureotop VAS;Tretinoin;Acnatac, AIROL, Aknemycin, BALISA VAS, Carbamid VAS, Cordes VAS, Eritretin, PIGMANORM, Ureotop VAS, Vesanoid;ja;Dermatikum;Sonstige Substanz;D10AD01
SO;Vesanoid;Tretinoin;Acnatac, AIROL, Aknemycin, BALISA VAS, Carbamid VAS, Cordes VAS, Eritretin, PIGMANORM, Ureotop VAS, Vesanoid;ja;Dermatikum;Sonstige Substanz;D10AD01
CH;Triaziquon;Triaziquon;;ja;Zytostatikum;Alkylanz;L01AC02
CH;Lonsurf;Trifluridin, Tipiracil;Lonsurf, Trifluridine, Tipiracil Hydrochloride;ja;Zytostatikum;Antimetabolit;L01BC59
CH;Tipiracil Hydrochloride;Trifluridin, Tipiracil;Lonsurf, Trifluridine, Tipiracil Hydrochloride;ja;Zytostatikum;Antimetabolit;L01BC59
CH;Trifluridin, Tipiracil;Trifluridin, Tipiracil;Lonsurf, Trifluridine, Tipiracil Hydrochloride;ja;Zytostatikum;Antimetabolit;L01BC59
CH;Trifluridine;Trifluridin, Tipiracil;Lonsurf, Trifluridine, Tipiracil Hydrochloride;ja;Zytostatikum;Antimetabolit;L01BC59
